ocitovat	ocitovat	o @@cit @@ova @@t
octnout	octne	o @@ct @@ne
octnout	octnout	o @@ct @@nou @@t
octovat	octovat	oct @@ova @@t
octovatět	octovatět	oct @@ov @@at @@ě @@t
ocucávat	ocucávat	o @@cuc @@á @@v @@a @@t
ocukrovat	ocukrovat	o @@cukr @@ova @@t
ocyklovaný	ocyklovaný	o @@cykl @@ova @@n @@ý
ocásek	ocásek	ocás @@ek
ocásek	ocáskem	ocás @@k @@em
ocásek	ocásků	ocás @@k @@ů
od	OD	od
od	od	od
od	ode	ode
oda	od	od
odbarvit	odbarvit	od @@barv @@i @@t
odbarvovat	odbarvovat	od @@barv @@ova @@t
odbavit	odbavit	od @@bav @@i @@t
odbavovat	odbavovat	od @@bav @@ova @@t
odbelhat	odbelhat	od @@belh @@a @@t
odbelhávat	odbelhávat	od @@belh @@á @@v @@a @@t
odblanit	odblanit	od @@blan @@i @@t
odbor	odbory	od @@bor @@y
odbornický	odbornickou	od @@bor @@n @@ic @@k @@ou
odbornost	odbornost	od @@bor @@n @@ost
odborník	Odborník	od @@bor @@n @@ík
odborník	odborníci	od @@bor @@níc @@i
odborník	odborník	od @@bor @@n @@ík
odborník	odborníka	od @@bor @@n @@ík @@a
odborník	odborníky	od @@bor @@n @@ík @@y
odborník	odborníků	od @@bor @@n @@ík @@ů
odborný	Odborná	od @@bor @@n @@á
odborný	Odborné	od @@bor @@n @@é
odborný	odbornou	od @@bor @@n @@ou
odborný	odborná	od @@bor @@n @@á
odborný	odborné	od @@bor @@n @@é
odborný	odborného	od @@bor @@n @@ého
odborný	odborném	od @@bor @@n @@ém
odborný	odborný	od @@bor @@n @@ý
odborný	odbornými	od @@bor @@n @@ými
odborně	odborně	od @@bor @@n @@ě
odbory	odbory	od @@bor @@y
odbourat	odbourat	od @@bour @@a @@t
odbočit	odbočit	od @@boč @@i @@t
odbrebentit	odbrebentit	od @@brebent @@i @@t
odbrzdit	odbrzdit	od @@brzd @@i @@t
odbrzďovat	odbrzďovat	od @@brzď @@ova @@t
odbytový	odbytové	od @@by @@t @@ov @@é
odbytový	odbytových	od @@by @@t @@ov @@ých
odbíhat	odbíhat	od @@bíh @@a @@t
odbíjet	odbíjet	od @@bíj @@e @@t
odbírat	odbírat	od @@bír @@a @@t
odbít	odbít	od @@bí @@t
odbýt	odbyla	od @@by @@l @@a
odbýt	odbyto	od @@by @@t @@o
odbýt	odbýt	od @@bý @@t
odbývat	odbývat	od @@bý @@v @@a @@t
odběhnout	odběhl	od @@běh @@l
odběhnout	odběhnout	od @@běh @@nou @@t
odběr	odběru	od @@běr @@u
odběratel	odběratel	od @@běr @@a @@tel
odběratel	odběratelem	od @@běr @@a @@tel @@em
odběratel	odběratelů	od @@běr @@a @@tel @@ů
odběratel	odběratelům	od @@běr @@a @@tel @@ům
odběrní	odběrních	od @@běr @@n @@ích
odcestovat	odcestovat	od @@cest @@ova @@t
odchlipovat	odchlipovat	od @@chlip @@ova @@t
odchlípit	odchlípit	od @@chlíp @@i @@t
odchlípnout	odchlípnout	od @@chlíp @@nou @@t
odchovat	odchovat	od @@chov @@a @@t
odchovávat	odchovávat	od @@chov @@á @@v @@a @@t
odchrchlat	odchrchlat	od @@chrchl @@a @@t
odchvátat	odchvátat	od @@chvát @@a @@t
odchylka	odchylka	od @@chyl @@k @@a
odchylka	odchylky	od @@chyl @@k @@y
odchylovanost	odchylovanost	od @@chyl @@ova @@n @@ost
odchylovat	odchylovat	od @@chyl @@ova @@t
odchytový	odchytový	od @@chyt @@ov @@ý
odcházející	odcházejícího	od @@cház @@ej @@íc @@ího
odcházet	Odchází	od @@cház @@í
odcházet	odcházejí	od @@cház @@ej @@í
odcházet	odcházela	od @@cház @@e @@l @@a
odcházet	odcházet	od @@cház @@e @@t
odcházet	odchází	od @@cház @@í
odchýlit	odchýlit	od @@chýl @@i @@t
odcizit	neodcizil	ne @@od @@ciz @@i @@l
odcizit	odcizit	od @@ciz @@i @@t
odclonit	odclonit	od @@clon @@i @@t
odclonitelnost	odclonitelnost	od @@clon @@i @@teln @@ost
odcloňovat	odcloňovat	od @@cloň @@ova @@t
odcupitat	odcupitat	od @@cup @@it @@a @@t
odcválat	odcválat	od @@cvál @@a @@t
oddalovací	oddalovací	od @@dal @@ova @@c @@í
oddalovat	oddalovat	od @@dal @@ova @@t
oddalovat	oddaluje	od @@dal @@uje
oddanost	oddanosti	od @@d @@a @@n @@ost @@i
oddaný	nejoddanější	nej @@od @@d @@a @@n @@ěj @@š @@í
oddaný	oddaný	od @@d @@a @@n @@ý
oddaně	oddaně	od @@d @@a @@n @@ě
oddat	oddat	od @@d @@a @@t
oddat	oddati	od @@d @@a @@ti
oddechnout	oddechl	od @@dech @@l
oddechnout	oddechli	od @@dech @@l @@i
oddechnout	oddechnout	od @@dech @@nou @@t
oddechovat	oddechovat	od @@dech @@ova @@t
oddiskutovat	oddiskutovat	od @@diskut @@ova @@t
oddisponovat	oddisponovat	od @@dis @@pon @@ova @@t
oddisputovat	oddisputovat	od @@disput @@ova @@t
oddrmolit	oddrmolit	od @@drmol @@i @@t
oddrobit	oddrobit	od @@drob @@i @@t
oddrobovat	oddrobovat	od @@drob @@ova @@t
oddrolit	oddrolit	od @@drol @@i @@t
oddrolovat	oddrolovat	od @@drol @@ova @@t
oddvojmocňovat	oddvojmocňovat	od @@dv @@oj @@moc @@ň @@ova @@t
oddychnout	oddychnout	od @@dych @@nou @@t
oddychovat	oddychovat	od @@dych @@ova @@t
oddálení	oddálení	od @@dál @@en @@í
oddálený	oddálení	od @@dál @@en @@í
oddálit	oddálit	od @@dál @@i @@t
oddávat	oddával	od @@d @@á @@v @@a @@l
oddávat	oddávala	od @@d @@á @@v @@a @@l @@a
oddávat	oddávali	od @@d @@á @@v @@a @@l @@i
oddávat	oddávalo	od @@d @@á @@v @@a @@l @@o
oddávat	oddávat	od @@d @@á @@v @@a @@t
oddělat	oddělat	od @@děl @@a @@t
oddělení	oddělení	od @@děl @@en @@í
oddělený	oddělení	od @@děl @@en @@í
oddělit	oddělit	od @@děl @@i @@t
oddělovat	oddělovat	od @@děl @@ova @@t
oddělovat	odděluje	od @@děl @@uje
oddělávat	oddělávat	od @@děl @@á @@v @@a @@t
oddřít	oddřít	od @@dř @@í @@t
odebrat	odebral	ode @@br @@a @@l
odebírat	odebírat	ode @@bír @@a @@t
odedávna	odedávna	ode @@dáv @@n @@a
odedřít	odedřít	ode @@dř @@í @@t
odehnat	odehnat	ode @@hn @@a @@t
odehrát	odehrát	ode @@hrá @@t
odehrávat	odehrávají	ode @@hrá @@v @@aj @@í
odehrávat	odehrávat	ode @@hrá @@v @@a @@t
odejet	odejel	ode @@je @@l
odejet	odejet	ode @@je @@t
odejmout	odejmout	ode @@j @@mou @@t
odejmout	odnít	od @@n @@í @@t
odejít	neodešel	ne @@ode @@še @@l
odejít	neodešli	ne @@ode @@š @@l @@i
odejít	odejít	ode @@jí @@t
odejít	odešel	ode @@še @@l
odejít	odešla	ode @@š @@l @@a
odemknout	odemknout	ode @@mk @@nou @@t
odemykat	odemykat	ode @@myk @@a @@t
odepisovat	odepisovat	ode @@pis @@ova @@t
odepnout	odepnout	ode @@p @@nou @@t
odeprat	odeprat	ode @@pr @@a @@t
odepsat	odepsat	ode @@ps @@a @@t
odepínat	odepínat	ode @@pín @@a @@t
odepírat	odepírat	ode @@pír @@a @@t
odepřít	neodepřel	ne @@ode @@př @@e @@l
odepřít	odepřela	ode @@př @@e @@l @@a
odepřít	odepřeno	ode @@př @@e @@n @@o
odepřít	odepřít	ode @@př @@í @@t
odervat	odervat	ode @@rv @@a @@t
odesilatel	odesilatel	ode @@sil @@a @@tel
odesilatel	odesilatele	ode @@sil @@a @@tel @@e
odeslaný	odeslaném	ode @@sl @@a @@n @@ém
odeslat	neodešli	ne @@ode @@š @@l @@i
odeslat	odeslat	ode @@sl @@a @@t
odeslat	odeslán	ode @@sl @@á @@n
odestlat	odestlat	ode @@stl @@a @@t
odestýlat	odestýlat	ode @@stýl @@a @@t
odestřít	odestřít	ode @@stř @@í @@t
odesílaný	odesílané	ode @@síl @@a @@n @@é
odesílat	odesílat	ode @@síl @@a @@t
odesílatel	odesílatele	ode @@síl @@a @@tel @@e
odetnout	odetnout	ode @@t @@nou @@t
odetnout	odtít	od @@t @@í @@t
odevzdat	odevzdat	ode @@vz @@d @@a @@t
odevzdat	odevzdám	ode @@vz @@d @@á @@m
odevzdat	odevzdán	ode @@vz @@d @@á @@n
odevzdávat	odevzdávat	ode @@vz @@d @@á @@v @@a @@t
odevírat	odevírat	ode @@vír @@a @@t
odevřít	odevřít	ode @@vř @@í @@t
odevšad	odevšad	ode @@vš @@ad
odevždy	odevždy	ode @@vždy
odezva	odezvy	ode @@zv @@y
odečet	odečte	ode @@čt @@e
odečtení	odečtení	ode @@čt @@en @@í
odečtený	odečtení	ode @@čt @@en @@í
odečíst	odečte	ode @@čt @@e
odečíst	odečtou	ode @@čt @@ou
odečíst	odečísti	ode @@čís @@ti
odečítat	odečítat	ode @@čít @@a @@t
odflinknout	odflinknout	od @@flink @@nou @@t
odflákat	odflákat	od @@flák @@a @@t
odfoukat	odfoukat	od @@fouk @@a @@t
odfouknout	odfouknout	od @@fouk @@nou @@t
odfoukávat	odfoukávat	od @@fouk @@á @@v @@a @@t
odfrknout	odfrknout	od @@frk @@nou @@t
odfrkovat	odfrkovat	od @@frk @@ova @@t
odfrnknout	odfrnknout	od @@frnk @@nou @@t
odfrčet	odfrčet	od @@frč @@e @@t
odfukovat	odfukovat	od @@fuk @@ova @@t
odhad	Odhad	od @@had
odhad	odhad	od @@had
odhad	odhadu	od @@had @@u
odhadnout	Odhadnout	od @@had @@nou @@t
odhadnout	odhad	od @@had
odhadnout	odhadnout	od @@had @@nou @@t
odhadovat	odhadoval	od @@had @@ova @@l
odhadovat	odhadovat	od @@had @@ova @@t
odhadovat	odhaduje	od @@had @@uje
odhadovat	odhadujeme	od @@had @@uje @@me
odhadovat	odhaduji	od @@had @@uj @@i
odhadovat	odhadují	od @@had @@uj @@í
odhalení	odhalení	od @@hal @@en @@í
odhalený	odhalení	od @@hal @@en @@í
odhalit	odhalit	od @@hal @@i @@t
odhalovaný	odhalovaný	od @@hal @@ova @@n @@ý
odhalovat	odhalovat	od @@hal @@ova @@t
odhazovat	odhazovat	od @@haz @@ova @@t
odhlasovat	odhlasovala	od @@hlas @@ova @@l @@a
odhlasovat	odhlasovat	od @@hlas @@ova @@t
odhlašovat	odhlašovat	od @@hlaš @@ova @@t
odhlásit	odhlásit	od @@hlás @@i @@t
odhmotnit	odhmotnit	od @@hmot @@n @@i @@t
odhmyzit	odhmyzit	od @@hmyz @@i @@t
odhodit	odhodit	od @@hod @@i @@t
odhodlaně	odhodlaně	od @@hodl @@a @@n @@ě
odhodlat	odhodlal	od @@hodl @@a @@l
odhodlat	odhodlat	od @@hodl @@a @@t
odhodlat	odhodlána	od @@hodl @@á @@n @@a
odhoukat	odhoukat	od @@houk @@a @@t
odhrabat	odhrabat	od @@hrab @@a @@t
odhrabovat	odhrabovat	od @@hrab @@ova @@t
odhrabávat	odhrabávat	od @@hrab @@á @@v @@a @@t
odhrkat	odhrkat	od @@hrk @@a @@t
odhrnout	odhrnout	od @@hr @@nou @@t
odhrnout	odhrnul	od @@hr @@nu @@l
odhrnovat	odhrnovat	od @@hrn @@ova @@t
odhrčet	odhrčet	od @@hrč @@e @@t
odházet	odházet	od @@ház @@e @@t
odháčkovací	odháčkovací	od @@háč @@k @@ova @@c @@í
odjakživa	odjakživa	od @@jak @@ži @@v @@a
odjet	odjel	od @@je @@l
odjet	odjeli	od @@je @@l @@i
odjet	odjet	od @@je @@t
odjetý	odjet	od @@je @@t
odjezd	odjezdu	od @@jezd @@u
odjistit	odjistit	od @@jist @@i @@t
odjišťovat	odjišťovat	od @@jišť @@ova @@t
odkapat	odkapat	od @@kap @@a @@t
odkapovat	odkapovat	od @@kap @@ova @@t
odkapávat	odkapávat	od @@kap @@á @@v @@a @@t
odkazovat	neodkazuje	ne @@od @@kaz @@uje
odkazovat	odkazovat	od @@kaz @@ova @@t
odkazovat	odkazuje	od @@kaz @@uje
odkašlat	odkašlat	od @@kašl @@a @@t
odkašlávat	odkašlávat	od @@kašl @@á @@v @@a @@t
odklad	odklad	od @@klad
odklad	odkladem	od @@klad @@em
odklad	odkladu	od @@klad @@u
odkletost	odkletost	od @@kle @@t @@ost
odklidit	odklidil	od @@klid @@i @@l
odklidit	odklidit	od @@klid @@i @@t
odklizení	odklizení	od @@kliz @@en @@í
odklizený	odklizení	od @@kliz @@en @@í
odklizovat	odklizovat	od @@kliz @@ova @@t
odklon	odklon	od @@klon
odklonit	odklonit	od @@klon @@i @@t
odklopit	odklopit	od @@klop @@i @@t
odklopovat	odklopovat	od @@klop @@ova @@t
odklopýtat	odklopýtat	od @@klopýt @@a @@t
odkloňovat	odkloňovat	od @@kloň @@ova @@t
odklusat	odklusat	od @@klus @@a @@t
odkládat	odkládat	od @@klád @@a @@t
odklánět	odklánět	od @@klán @@ě @@t
odklápět	odklápět	od @@kláp @@ě @@t
odklízení	odklízení	od @@klíz @@e @@n @@í
odklízený	odklízení	od @@klíz @@e @@n @@í
odklízet	odklízet	od @@klíz @@e @@t
odklížit	odklížit	od @@klíž @@i @@t
odkojit	odkojit	od @@koj @@i @@t
odkolébat	odkolébat	od @@koléb @@a @@t
odkolíbat	odkolíbat	od @@kolíb @@a @@t
odkomandovat	odkomandovat	od @@komand @@ova @@t
odkopat	odkopat	od @@kop @@a @@t
odkopnout	odkopnout	od @@kop @@nou @@t
odkopávat	odkopávat	od @@kop @@á @@v @@a @@t
odkoukat	odkoukali	od @@kouk @@a @@l @@i
odkoukat	odkoukat	od @@kouk @@a @@t
odkoupit	odkoupit	od @@koup @@i @@t
odkrajovat	odkrajovat	od @@kraj @@ova @@t
odkrevovat	odkrevovat	od @@krev @@ova @@t
odkrevňovat	odkrevňovat	od @@krev @@ň @@ova @@t
odkrojit	odkrojit	od @@kroj @@i @@t
odkrojovat	odkrojovat	od @@kroj @@ova @@t
odkroutit	odkroutit	od @@krout @@i @@t
odkrvit	odkrvit	od @@krv @@i @@t
odkrvovat	odkrvovat	od @@krv @@ova @@t
odkrádat	odkrádat	od @@krád @@a @@t
odkráglovat	odkráglovat	od @@krágl @@ova @@t
odkrást	odkrásti	od @@krás @@ti
odkrýt	odkryl	od @@kry @@l
odkrýt	odkrýt	od @@krý @@t
odkrývat	odkrývat	od @@krý @@v @@a @@t
odkud	Odkud	od @@k @@ud
odkud	odkud	od @@k @@ud
odkud	odkudž	od @@k @@ud @@ž
odkudpak	odkudpak	od @@k @@ud @@pak
odkudž	odkudž	od @@k @@ud @@ž
odkulhat	odkulhat	od @@kulh @@a @@t
odkulit	odkulit	od @@kul @@i @@t
odkupovat	odkupovat	od @@kup @@ova @@t
odkutálet	odkutálet	od @@kutál @@e @@t
odkvapit	odkvapit	od @@kvap @@i @@t
odkvést	odkvésti	od @@kvés @@ti
odkvétat	odkvétat	od @@kvét @@a @@t
odkysličit	odkysličit	od @@kys @@l @@ič @@i @@t
odkysličovat	odkysličovat	od @@kys @@l @@ič @@ova @@t
odkápnout	odkápnout	od @@káp @@nou @@t
odkázat	odkázat	od @@káz @@a @@t
odkázat	odkázán	od @@káz @@á @@n
odkýchnout	odkýchnout	od @@kých @@nou @@t
odkývat	odkývat	od @@kýv @@a @@t
odkývnout	odkývnout	od @@kýv @@nou @@t
odkřemičený	odkřemičený	od @@křem @@ič @@en @@ý
odkřesťanitelný	odkřesťanitelný	od @@křesť @@an @@i @@teln @@ý
odladit	odladit	od @@lad @@i @@t
odlaďovat	odlaďovat	od @@laď @@ova @@t
odlehlý	odlehlejších	od @@leh @@l @@ejš @@ích
odlehlý	odlehlý	od @@leh @@l @@ý
odlehčit	odlehčit	od @@leh @@č @@i @@t
odlehčovat	odlehčovat	od @@leh @@č @@ova @@t
odlepit	odlepit	od @@lep @@i @@t
odlesnit	odlesnit	od @@les @@n @@i @@t
odlesňovat	odlesňovat	od @@les @@ň @@ova @@t
odletovat	odletovat	od @@let @@ova @@t
odletět	odletět	od @@let @@ě @@t
odlevit	odlevit	od @@lev @@i @@t
odlevovat	odlevovat	od @@lev @@ova @@t
odležet	odležet	od @@lež @@e @@t
odlitek	odlitky	od @@li @@t @@k @@y
odličovat	odličovat	od @@lič @@ova @@t
odlišit	odlišit	od @@liš @@i @@t
odlišný	odlišný	od @@liš @@n @@ý
odlišně	odlišně	od @@liš @@n @@ě
odlišovat	odlišovat	od @@liš @@ova @@t
odlišovat	odlišuje	od @@liš @@uje
odlogování	odlogování	od @@log @@ová @@n @@í
odlomit	odlomit	od @@lom @@i @@t
odloudat	odloudat	od @@loud @@a @@t
odloudit	odloudit	od @@loud @@i @@t
odloupat	odloupat	od @@loup @@a @@t
odloupnout	odloupnout	od @@loup @@nou @@t
odloupávat	odloupávat	od @@loup @@á @@v @@a @@t
odloučit	odloučit	od @@louč @@i @@t
odložení	odložení	od @@lož @@en @@í
odložený	Odložené	od @@lož @@en @@é
odložený	odloženou	od @@lož @@en @@ou
odložený	odložené	od @@lož @@en @@é
odložený	odloženého	od @@lož @@en @@ého
odložený	odložení	od @@lož @@en @@í
odložit	odložit	od @@lož @@i @@t
odlupovat	odlupovat	od @@lup @@ova @@t
odlučovat	odlučovat	od @@luč @@ova @@t
odlákat	odlákat	od @@lák @@a @@t
odlámat	odlámat	od @@lám @@a @@t
odlétat	odlétat	od @@lét @@a @@t
odlétnout	odlétnout	od @@lét @@nou @@t
odlétávat	odlétávat	od @@lét @@á @@v @@a @@t
odlévat	odlévat	od @@lé @@v @@a @@t
odlévání	odlévání	od @@lév @@á @@n @@í
odlézt	odlézt	od @@léz @@t
odlípat	odlípat	od @@líp @@a @@t
odlípnout	odlípnout	od @@líp @@nou @@t
odlít	odlít	od @@lí @@t
odlítnout	odlít	od @@lí @@t
odlívat	odlívat	od @@lí @@v @@a @@t
odlíčit	odlíčit	od @@líč @@i @@t
odmalička	odmalička	od @@mal @@ičk @@a
odmastit	odmastit	od @@mast @@i @@t
odmlkat	odmlkat	od @@mlk @@a @@t
odmlknout	odmlknout	od @@mlk @@nou @@t
odmlkávat	odmlkávat	od @@mlk @@á @@v @@a @@t
odmlouvat	odmlouvat	od @@mlouv @@a @@t
odmluvně	neodmluvně	ne @@od @@mluv @@n @@ě
odmlčet	odmlčela	od @@mlč @@e @@l @@a
odmlčet	odmlčet	od @@mlč @@e @@t
odmocnit	odmocnit	od @@moc @@n @@i @@t
odmocňovat	odmocňovat	od @@moc @@ň @@ova @@t
odmontovat	odmontovat	od @@mont @@ova @@t
odmotat	odmotat	od @@mot @@a @@t
odmotávat	odmotávat	od @@mot @@á @@v @@a @@t
odmočit	odmočit	od @@moč @@i @@t
odmrštit	odmrštit	od @@mršt @@i @@t
odmršťovat	odmršťovat	od @@mršť @@ova @@t
odmykat	odmykat	od @@myk @@a @@t
odmyslit	odmyslet	od @@mysl @@e @@t
odmyslit	odmyslit	od @@mysl @@i @@t
odmést	odmésti	od @@mést @@i
odmítat	odmítalo	od @@mít @@a @@l @@o
odmítat	odmítat	od @@mít @@a @@t
odmítat	odmítati	od @@mít @@a @@ti
odmítat	odmítá	od @@mít @@á
odmítat	odmítány	od @@mít @@á @@n @@y
odmítnout	odmítla	od @@mít @@l @@a
odmítnout	odmítnout	od @@mít @@nou @@t
odmýšlet	odmýšlet	od @@mýšl @@e @@t
odměna	odměna	od @@měn @@a
odměna	odměnu	od @@měn @@u
odměna	odměny	od @@měn @@y
odměnit	odměnit	od @@měn @@i @@t
odměňovat	odměňovat	od @@měň @@ova @@t
odměňovat	odměňuje	od @@měň @@uje
odměňovat	odměňujeme	od @@měň @@uje @@me
odměřit	odměřit	od @@měř @@i @@t
odměřovat	odměřovat	od @@měř @@ova @@t
odměšovat	odměšovat	od @@měš @@ova @@t
odnaučit	odnaučit	od @@na @@uč @@i @@t
odnaučovat	odnaučovat	od @@na @@uč @@ova @@t
odnavykat	odnavykat	od @@na @@vyk @@a @@t
odnavyknout	odnavyknout	od @@na @@vyk @@nou @@t
odnosit	odnosit	od @@nos @@i @@t
odnož	odnoží	od @@nož @@í
odnožit	odnožit	od @@nož @@i @@t
odnožit	odnoží	od @@nož @@í
odnožovat	odnožovat	od @@nož @@ova @@t
odnárodnit	odnárodnit	od @@ná @@rod @@n @@i @@t
odnárodňovat	odnárodňovat	od @@ná @@rod @@ň @@ova @@t
odnášet	odnášel	od @@náš @@e @@l
odnášet	odnášet	od @@náš @@e @@t
odnést	odnesl	od @@nes @@l
odnést	odnesla	od @@nes @@l @@a
odnést	odnesli	od @@nes @@l @@i
odnímat	odnímat	od @@ním @@a @@t
odněkud	odněkud	od @@ně @@k @@ud
odolat	odolat	o @@dol @@a @@t
odolnost	odolnost	o @@dol @@n @@ost
odolný	odolný	o @@dol @@n @@ý
odolávat	odolávat	o @@dol @@á @@v @@a @@t
odoperovávat	odoperovávat	od @@oper @@ová @@v @@a @@t
odorat	odorat	od @@or @@a @@t
odosobnit	odosobnit	od @@osob @@n @@i @@t
odout	odout	o @@dou @@t
odpadat	odpadat	od @@pad @@a @@t
odpadnout	odpadnout	od @@pad @@nou @@t
odpadávat	odpadávat	od @@pad @@á @@v @@a @@t
odpalovat	odpalovat	od @@pal @@ova @@t
odparovat	odparovat	od @@par @@ova @@t
odpařit	odpařit	od @@pař @@i @@t
odpařovat	odpařovat	od @@pař @@ova @@t
odpersonalizovavší	odpersonalizovavší	od @@person @@al @@iz @@ova @@vš @@í
odpečetit	odpečetit	od @@pečet @@i @@t
odpečeťovat	odpečeťovat	od @@pečeť @@ova @@t
odpilovat	odpilovat	od @@pil @@ova @@t
odpisovaný	odpisovaného	od @@pis @@ova @@n @@ého
odpisovat	odpisovat	od @@pis @@ova @@t
odplatit	odplatit	od @@plat @@i @@t
odplavat	odplavat	od @@plav @@a @@t
odplavit	odplavit	od @@plav @@i @@t
odplazit	odplazit	od @@plaz @@i @@t
odplivnout	odplivl	od @@pliv @@l
odplivnout	odplivnout	od @@pliv @@nou @@t
odplivovat	odplivovat	od @@pliv @@ova @@t
odplombovat	odplombovat	od @@plomb @@ova @@t
odplout	odplout	od @@plou @@t
odplout	odpluje	od @@plu @@je
odplouvat	odplouvat	od @@plou @@v @@a @@t
odplynit	odplynit	od @@plyn @@i @@t
odplynout	odplynout	od @@ply @@nou @@t
odplynovat	odplynovat	od @@plyn @@ova @@t
odplácet	odplácet	od @@plác @@e @@t
odplížit	odplížit	od @@plíž @@i @@t
odpojit	odpojit	od @@poj @@i @@t
odpoledne	odpoledne	od @@pol @@e @@dn @@e
odpoledne	odpolední	od @@pol @@e @@dn @@í
odpolední	odpolední	od @@pol @@e @@dn @@í
odpolitizovat	odpolitizovat	od @@polit @@iz @@ova @@t
odpomoc	odpomoci	od @@po @@moc @@i
odpomoci	odpomoci	od @@po @@moc @@i
odpomáhat	odpomáhat	od @@po @@máh @@a @@t
odpor	odpor	od @@por
odpor	odporem	od @@por @@em
odporný	odpornou	od @@por @@n @@ou
odporoučet	odporoučet	od @@po @@rouč @@e @@t
odporovat	Odporovat	od @@por @@ova @@t
odporovat	neodporuje	ne @@od @@por @@uje
odporovat	odporovat	od @@por @@ova @@t
odporovat	odporuje	od @@por @@uje
odporující	odporujících	od @@por @@uj @@íc @@ích
odposlouchat	odposlouchat	od @@po @@slouch @@a @@t
odposlouchat	odposlouchá	od @@po @@slouch @@á
odposlouchávat	odposlouchávat	od @@po @@slouch @@á @@v @@a @@t
odpotácet	odpotácet	od @@po @@tác @@e @@t
odpoutat	odpoutat	od @@pout @@a @@t
odpoutat	odpoután	od @@pout @@á @@n
odpouštět	odpouštět	od @@poušt @@ě @@t
odpovídající	neodpovídající	ne @@od @@po @@víd @@aj @@íc @@í
odpovídající	odpovídající	od @@po @@víd @@aj @@íc @@í
odpovídat	neodpovídal	ne @@od @@po @@víd @@a @@l
odpovídat	neodpovídala	ne @@od @@po @@víd @@a @@l @@a
odpovídat	neodpovídalo	ne @@od @@po @@víd @@a @@l @@o
odpovídat	neodpovídá	ne @@od @@po @@víd @@á
odpovídat	odpovídají	od @@po @@víd @@aj @@í
odpovídat	odpovídal	od @@po @@víd @@a @@l
odpovídat	odpovídalo	od @@po @@víd @@a @@l @@o
odpovídat	odpovídaly	od @@po @@víd @@a @@l @@y
odpovídat	odpovídat	od @@po @@víd @@a @@t
odpovídat	odpovídati	od @@po @@víd @@a @@ti
odpovídat	odpovídá	od @@po @@víd @@á
odpovídat	odpovídáte	od @@po @@víd @@á @@te
odpovědnost	odpovědnost	od @@po @@věd @@n @@ost
odpovědět	Odpověděli	od @@po @@věd @@ě @@l @@i
odpovědět	odpoví	od @@pov @@í
odpovědět	odpovědí	od @@po @@věd @@í
odpovědět	odpověděl	od @@po @@věd @@ě @@l
odpovědět	odpověděla	od @@po @@věd @@ě @@l @@a
odpovědět	odpověděli	od @@po @@věd @@ě @@l @@i
odpovědět	odpovědět	od @@po @@věd @@ě @@t
odpovědět	odpovězte	od @@po @@věz @@te
odpověď	Odpovědi	od @@po @@věd @@i
odpověď	odpovědi	od @@po @@věd @@i
odpověď	odpovědí	od @@po @@věd @@í
odpověď	odpověď	od @@po @@věď
odpozorovat	odpozorovat	od @@po @@zor @@ova @@t
odpočinek	odpočinek	od @@poči @@n @@ek
odpočinek	odpočinku	od @@poči @@n @@k @@u
odpočinout	odpočinout	od @@po @@či @@nou @@t
odpočinout	odpočinu	od @@po @@či @@nu
odpočivadlo	odpočivadle	od @@poč @@i @@v @@a @@dl @@e
odpočivadlo	odpočivadlo	od @@poč @@i @@v @@a @@dl @@o
odpočnout	odpočal	od @@po @@č @@a @@l
odpočnout	odpočnout	od @@po @@č @@nou @@t
odpočíst	odpočísti	od @@po @@čís @@ti
odpočítat	odpočítat	od @@po @@čít @@a @@t
odpočívat	odpočívat	od @@po @@čí @@v @@a @@t
odpracovat	odpracovat	od @@prac @@ova @@t
odpracovávat	odpracovávat	od @@prac @@ová @@v @@a @@t
odpravit	odpravit	od @@prav @@i @@t
odprodat	odprodat	od @@pro @@d @@a @@t
odprosit	odprosit	od @@pros @@i @@t
odprošovat	odprošovat	od @@proš @@ova @@t
odprásknout	odpráskli	od @@prásk @@l @@i
odprásknout	odprásknout	od @@prásk @@nou @@t
odprýskat	odprýskat	od @@prýsk @@a @@t
odprýsknout	odprýsknout	od @@prýsk @@nou @@t
odprýskávat	odprýskávat	od @@prýsk @@á @@v @@a @@t
odpudit	odpudit	od @@pud @@i @@t
odpumpovat	odpumpovat	od @@pump @@ova @@t
odpustek	odpustků	od @@pust @@k @@ů
odpustit	odpustil	od @@pust @@i @@l
odpustit	odpustit	od @@pust @@i @@t
odpustit	odpustím	od @@pust @@í @@m
odpustit	odpusť	od @@pusť
odpustit	odpusťte	od @@pusť @@te
odpuzovat	odpuzovat	od @@puz @@ova @@t
odpuštění	odpuštění	od @@pušt @@ěn @@í
odpuštění	odpuštěním	od @@pušt @@ěn @@í @@m
odpuštěný	odpuštění	od @@pušt @@ěn @@í
odpykaný	odpykanou	od @@pyk @@a @@n @@ou
odpykat	odpykal	od @@pyk @@a @@l
odpykat	odpykat	od @@pyk @@a @@t
odpykávat	odpykával	od @@pyk @@á @@v @@a @@l
odpálit	odpálit	od @@pál @@i @@t
odpárat	odpárat	od @@pár @@a @@t
odpínat	odpínaje	od @@pín @@aj @@e
odpínat	odpínat	od @@pín @@a @@t
odpírat	odpírala	od @@pír @@a @@l @@a
odpírat	odpírat	od @@pír @@a @@t
odpírat	odpírá	od @@pír @@á
odpískat	odpískali	od @@písk @@a @@l @@i
odpískat	odpískat	od @@písk @@a @@t
