a	a	a
jako	jako	jako
jakoby	Jakoby	jak @@o @@by
jakoby	jakoby	jak @@o @@by
jakost	jakost	jak @@ost
jaký	Jaká	jak @@á
jaký	Jaké	jak @@é
jaký	Jaký	jak @@ý
jaký	jakou	jak @@ou
jaký	jaké	jak @@é
jaký	jaký	jak @@ý
jaký	jakých	jak @@ý @@ch
jaký	jakých	jak @@ých
jaký	jakým	jak @@ý @@m
jaký	jakým	jak @@ým
jakýkoliv	Jakákoli	jak @@á @@koli
jakýkoliv	jakoukoliv	jak @@ou @@koliv
jakýsi	jakéhosi	jak @@ého @@si
jakýsi	jakési	jak @@é @@si
jakýsi	jakýchsi	jak @@ý @@ch @@si
jakýsi	jakýmsi	jak @@ý @@m @@s @@i
jakýsi	jakýsi	jak @@ý @@si
jan	Jan	jan
janeček	Janeček	jan @@eček
janouch	Janouch	janouch
janák	Janákem	janák @@em
japonsko	Japonska	japon @@sk @@a
japonsko	Japonsko	japon @@sk @@o
japonsko	Japonsku	japon @@sk @@u
japonský	Japonské	japon @@sk @@é
japonský	Japonský	japon @@sk @@ý
jarmila	Jarmila	jarmil @@a
jarní	Jarní	jar @@n @@í
jarní	jarní	jar @@n @@í
jarní	jarního	jar @@n @@ího
jaro	jaro	jar @@o
jaromír	Jaromír	jaromír
jaroslav	JAROSLAV	jaroslav
jasno	jasno	jas @@n @@o
jasný	jasná	jas @@n @@á
jasný	jasné	jas @@n @@é
jasný	jasný	jas @@n @@ý
jasný	nejasná	ne @@jas @@n @@á
jasně	jasně	jas @@n @@ě
jazyk	jazyce	jazyc @@e
jazyk	jazyka	jazyk @@a
jazykový	jazykové	jazyk @@ov @@é
jean	Jean	jean
jeden	JEDNA	jedn @@a
jeden	JEDNOHO	jedn @@oho
jeden	Jeden	jeden
jeden	Jedno	jedn @@o
jeden	Jednomu	jedn @@o @@mu
jeden	Jednou	jedn @@ou
jeden	Jedním	jedn @@í @@m
jeden	Jedním	jedn @@ím
jeden	jeden	jeden
jeden	jedna	jedn @@a
jeden	jedno	jedn @@o
jeden	jednoho	jedn @@o @@ho
jeden	jednoho	jedn @@oho
jeden	jednom	jedn @@o @@m
jeden	jednou	jedn @@ou
jeden	jednu	jedn @@u
jeden	jedné	jedn @@é
jeden	jedním	jedn @@ím
jedenáct	jedenáct	jeden @@áct
jedenáctý	jedenácté	jeden @@áct @@é
jedinec	jedinci	jedin @@c @@i
jediný	Jedinou	jedin @@ou
jediný	Jediné	jedin @@é
jediný	Jediným	jedin @@ým
jediný	jediná	jedin @@á
jediný	jediného	jedin @@ého
jediný	jediný	jedin @@ý
jednak	Jednak	jednak
jednak	jednak	jednak
jednat	Jedná	jedn @@á
jednat	jednal	jedn @@a @@l
jednat	jednat	jedn @@a @@t
jednat	jedná	jedn @@á
jednat	jednáme	jedn @@á @@me
jednoduchý	Nejjednodušší	nej @@jedn @@o @@duš @@š @@í
jednoduchý	jednoduchá	jedn @@o @@duch @@á
jednoduchý	jednoduché	jedn @@o @@duch @@é
jednoduchý	jednoduchý	jedn @@o @@duch @@ý
jednoduše	jednoduše	jedn @@o @@duš @@e
jednoroční	jednoroční	jedn @@o @@roč @@n @@í
jednosemestrální	jednosemestrální	jedn @@o @@semestr @@ál @@n @@í
jednotka	Jednotky	jedn @@ot @@k @@y
jednotka	jednotek	jedn @@ot @@ek
jednotka	jednotku	jedn @@ot @@k @@u
jednotka	jednotky	jedn @@ot @@k @@y
jednotlačítkový	Jednotlačítková	jedn @@o @@tlač @@í @@tk @@ov @@á
jednotlačítkový	jednotlačítkovou	jedn @@o @@tlač @@í @@tk @@ov @@ou
jednotlačítkový	jednotlačítková	jedn @@o @@tlač @@í @@tk @@ov @@á
jednotlačítkový	jednotlačítkové	jedn @@o @@tlač @@í @@tk @@ov @@é
jednotlivec	jednotlivce	jedn @@ot @@liv @@c @@e
jednotlivec	jednotlivci	jedn @@ot @@liv @@c @@i
jednotlivý	Jednotlivé	jedn @@ot @@l @@iv @@é
jednotlivý	jednotlivé	jedn @@ot @@l @@iv @@é
jednotlivý	jednotlivý	jedn @@ot @@liv @@ý
jednotlivý	jednotlivých	jedn @@ot @@liv @@ých
jednotný	jednotnou	jedn @@ot @@n @@ou
jednotný	jednotný	jedn @@ot @@n @@ý
jednoznačně	jednoznačně	jedn @@o @@znač @@n @@ě
jednání	jednání	jedn @@á @@n @@í
jednání	jednáních	jedn @@á @@n @@ích
jednání	jednáním	jedn @@á @@n @@ím
jednání	jednáními	jedn @@á @@n @@ími
jeho	Jeho	j @@eho
jeho	Jejich	jej @@ich
jeho	Její	jej @@í
jeho	jeho	j @@eho
jeho	jeho	je @@ho
jeho	jejich	je @@j @@i @@ch
jeho	jejich	jej @@ich
jeho	její	je @@j @@í
jeho	její	jej @@í
jeho	jejích	je @@j @@í @@ch
jeho	jejího	jej @@ího
jeho	jejím	jej @@ím
jeho	jejími	jej @@ími
jelikož	jelikož	jelikož
jemný	jemné	jem @@n @@é
jemný	jemné	jemn @@é
jemně	jemně	jem @@n @@ě
jen	Jen	jen
jen	jen	jen
jenom	jenom	jenom
jeníková	Jeníková	jen @@ík @@ov @@á
jenž	jehož	j @@eho @@ž
jenž	jejichž	jej @@ich @@ž
jenž	jejímž	jej @@ím @@ž
jenž	jejíž	jej @@í @@ž
jenž	jemuž	j @@emu @@ž
jenž	jež	j @@e @@ž
jenž	jimiž	j @@imi @@ž
jenž	nichž	n @@i @@ch @@ž
jenž	nichž	n @@ich @@ž
jenž	nimiž	n @@imi @@ž
jenž	niž	n @@i @@ž
jenž	níž	níž
jenž	něhož	n @@ěho @@ž
jenž	němž	n @@ě @@m @@ž
jenž	němž	n @@ěm @@ž
jenž	něž	n @@ě @@ž
jenže	Jenže	jen @@že
jenže	jenže	jen @@že
jestli	Jestli	jest @@li
jestliže	Jestliže	jest @@li @@že
jestliže	jestliže	jest @@li @@že
jet	JET	je @@t
jet	jede	jed @@e
jet	jet	je @@t
jeviště	jeviště	jev @@išt @@ě
jezdit	Jezdíme	jezd @@í @@me
jezdit	jezdil	jezd @@i @@l
jezdit	jezdit	jezd @@i @@t
jezdit	jezdí	jezd @@í
ještě	Ještě	ještě
ještě	ještě	ještě
jih	jih	jih
jihlava	Jihlavou	jihlav @@ou
jihlavský	Jihlavském	jihlav @@sk @@ém
jihlavský	jihlavské	jihlav @@sk @@é
jihlavský	jihlavském	jihlav @@sk @@ém
jihozápadní	Jihozápadní	jih @@o @@zá @@pad @@n @@í
jinak	Jinak	jin @@ak
jinak	jinak	jin @@ak
jinam	jinam	jin @@am
jinde	jinde	jin @@d @@e
jindy	jindy	jin @@d @@y
jindřich	Jindřich	jindřich
jiný	Jinou	jin @@ou
jiný	Jiné	jin @@é
jiný	Jiným	jin @@ým
jiný	Jinými	jin @@ými
jiný	jiná	jin @@á
jiný	jiné	jin @@é
jiný	jiného	jin @@é @@ho
jiný	jiného	jin @@ého
jiný	jiném	jin @@ém
jiný	jinému	jin @@ému
jiný	jiní	jin @@í
jiný	jiný	jin @@ý
jiný	jiných	jin @@ý @@ch
jiný	jiných	jin @@ých
jiný	jiným	jin @@ý @@m
jiný	jiným	jin @@ým
jiný	jinými	jin @@ými
jiskřit	jiskří	jiskř @@í
jistota	jistota	jist @@ot @@a
jistota	jistotou	jist @@ot @@ou
jistota	jistotu	jist @@ot @@u
jistý	Jisté	jist @@é
jistý	jisti	jist @@i
jistý	jisté	jist @@é
jistý	jistý	jist @@ý
jistý	nejistému	ne @@jist @@ému
jistý	nejistý	ne @@jist @@ý
jistě	Jistě	jist @@ě
jistě	jistě	jist @@ě
jistě	nejistěji	ne @@jist @@ěj @@i
jičín	Jičína	jičín @@a
jiří	Jiří	jiř @@í
již	Již	již
již	již	již
jižní	Jižní	již @@n @@í
jmenovat	jmenovala	jmen @@ova @@l @@a
jmenovat	jmenuje	jmen @@uje
jméno	Jméno	jmén @@o
jméno	jmen	jmen
jméno	jména	jmén @@a
jméno	jméno	jmén @@o
jméno	jménu	jmén @@u
jmění	jmění	jm @@ě @@n @@í
jmění	jměním	jm @@ě @@n @@ím
john	Johna	john @@a
josef	JOSEFA	josef @@a
josef	Josef	josef
judr	JUDr	judr
just	Just	just
já	Já	já
já	My	m @@y
já	mi	m @@i
já	mne	mn @@e
já	mnou	mn @@ou
já	mně	mn @@ě
já	my	m @@y
já	mě	m @@ě
já	nám	n @@á @@m
já	nám	n @@ám
já	nás	n @@á @@s
já	nás	n @@ás
jádro	Jádro	jádr @@o
jádro	jádra	jádr @@a
jádro	jádrech	jádr @@ech
jádro	jádro	jádr @@o
jáma	jámě	jám @@ě
jánoška	Jánoška	jánoš @@k @@a
jásat	jásat	jás @@a @@t
jídlo	jídla	jíd @@l @@a
jíst	jíst	jís @@t
jít	Jde	jd @@e
jít	Nejde	ne @@jd @@e
jít	Půjde	pů @@jd @@e
jít	jde	jd @@e
jít	jdou	jd @@ou
jít	jít	jí @@t
jít	nejde	ne @@jd @@e
jít	půjde	pů @@jd @@e
jít	půjdu	pů @@jd @@u
jít	Šlo	š @@l @@o
jít	šel	še @@l
jít	šla	š @@l @@a
jít	šli	š @@l @@i
jít	šlo	š @@l @@o
jízda	jízdy	jízd @@y
jízdní	Jízdní	jízd @@n @@í
jóga	jógou	jóg @@ou
k	Ke	ke
k	k	k
k	ke	ke
kabina	kabinu	kabin @@u
kaktus	Kaktus	kaktus
kalendář	KALENDÁŘ	kalend @@ář
kalkulovat	kalkulovat	kalk @@ul @@ova @@t
kam	Kam	kam
kam	kam	kam
kamarád	kamarádi	kamarád @@i
kamaz	Kamazu	kamaz @@u
kampaň	kampaň	kampaň
kanada	Kanada	kanad @@a
kanada	Kanady	kanad @@y
kanada	Kanadě	kanad @@ě
kanadský	kanadské	kanad @@sk @@é
kanadský	kanadských	kanad @@sk @@ých
kanadský	kanadským	kanad @@sk @@ým
kancelář	Kancelář	kancelář
kancelář	kancelář	kancelář
kancelář	kanceláře	kancelář @@e
kancelář	kanceláři	kancelář @@i
kancelář	kanceláří	kancelář @@í
kancelář	kancelářích	kancelář @@ích
kapacita	kapacitu	kapacit @@u
kapacitní	kapacitními	kapacit @@n @@ími
kapalný	Kapalné	kap @@a @@ln @@é
kapitalismus	kapitalismu	kapital @@ism @@u
kapitalismus	kapitalismus	kapital @@ism @@us
kapitola	kapitol	kapitol
kapitola	kapitola	kapitol @@a
kapitola	kapitoly	kapitol @@y
kapitál	Kapitál	kapitál
kapitál	kapitálu	kapitál @@u
kapitálový	kapitálovou	kapitál @@ov @@ou
kapitálově	kapitálově	kapitál @@ov @@ě
kapsa	kapes	kapes
karavan	karavanů	karavan @@ů
karel	Karel	karel
karel	Karla	karl @@a
kariéra	Kariéry	kariér @@y
kariéra	kariéry	kariér @@y
karlsruhe	Karlsruhe	karl @@s @@ruhe
karta	karty	kart @@y
katalog	katalog	kata @@log
katalog	katalogu	kata @@log @@u
kategorie	Kategorie	kategor @@i @@e
kategorie	kategorií	kategor @@i @@í
kategorie	kategoriích	kategor @@i @@ích
katolický	katolické	katol @@ic @@k @@é
kauza	CAUSA	causa
kauza	causa	causa
kaučuk	KAUČUKU	kaučuk @@u
kaučuk	Kaučuk	kaučuk
kazeta	Kazeta	kazet @@a
kazeta	kazety	kazet @@y
kazimír	Kazimír	kaz @@i @@mír
kaňa	Kaňa	kaň @@a
každodenní	každodenním	každ @@o @@den @@n @@ím
každopádně	Každopádně	každ @@o @@pád @@n @@ě
každoročně	každoročně	každ @@o @@roč @@n @@ě
každý	Každá	každ @@á
každý	Každý	každ @@ý
každý	každou	každ @@ou
každý	každé	každ @@é
každý	každého	každ @@é @@ho
každý	každého	každ @@ého
každý	každém	každ @@é @@m
každý	každém	každ @@ém
každý	každý	každ @@ý
každý	každým	každ @@ým
kde	kde	kd @@e
kdežto	kdežto	kd @@e @@ž @@to
kdo	KDO	kd @@o
kdo	Komu	k @@o @@mu
kdo	kdo	kd @@o
kdo	koho	k @@o @@ho
kdo	komu	k @@o @@mu
kdy	Kdy	kd @@y
kdy	kdy	kd @@y
kdy	kdy	kdy
kdykoliv	kdykoli	kdy @@koli
kdykoliv	kdykoliv	kdy @@koliv
kdysi	kdysi	kd @@y @@si
když	Když	když
když	když	když
kempe	Kempe	kemp @@e
keramický	keramickou	keramic @@k @@ou
kg`kilogram	kg	k @@g
killy	Killy	killy
kilogram	kilogram	kilo @@gram
kino	Kina	kin @@a
kino	kina	kin @@a
kino	kino	kin @@o
kladný	kladné	klad @@n @@é
klamání	klamání	klam @@á @@n @@í
klasický	klasické	klasic @@k @@é
klasický	klasického	klasic @@k @@ého
klasifikace	klasifikaci	klasi @@fik @@ac @@i
klaus	Klaus	klaus
klesat	klesat	kles @@a @@t
klesat	klesá	kles @@á
klesnout	klesl	kles @@l
klesnout	klesnout	kles @@nou @@t
klid	Klid	klid
klidně	klidně	klid @@n @@ě
klient	klient	klient
klient	klienti	klient @@i
klient	klienty	klient @@y
klient	klientů	klient @@ů
klima	klima	klim @@a
klimatizace	klimatizace	klimat @@iz @@ac @@e
klimentský	Klimentská	kliment @@sk @@á
klinika	kliniky	klinik @@y
klub	Klub	klub
klub	klub	klub
klára	Klára	klár @@a
klást	Kladu	klad @@u
klást	klade	klad @@e
klíč	klíč	klíč
klíč	klíčů	klíč @@ů
km`kilometr	km	k @@m
kmenový	kmenoví	kmen @@ov @@í
kniha	Kniha	knih @@a
kniha	Knihy	knih @@y
kniha	kniha	knih @@a
kniha	knihy	knih @@y
knihovna	Knihovna	knih @@ovn @@a
know	know	know
knížka	knížky	kníž @@k @@y
kodak	Kodak	kodak
kohner	Kohner	kohner
kohner	Kohnera	kohner @@a
kojit	KOJIT	koj @@i @@t
koks	koksem	koks @@em
koktejl	koktejl	koktejl
kolega	kolega	koleg @@a
kolega	kolegové	koleg @@ové
kolega	kolegy	koleg @@y
kolega	kolegům	koleg @@ům
kolek	kolek	kolek
kolekce	kolekcí	ko @@lekc @@í
kolektivní	kolektivních	ko @@lekt @@iv @@n @@ích
kolektivní	kolektivního	ko @@lekt @@iv @@n @@ího
kolem	Kolem	kol @@em
kolem	kolem	kol @@em
koleno	kolena	kolen @@a
kolik	Kolik	kolik
kolik	kolik	kolik
kolo	kol	kol
kolo	kola	kol @@a
kolo	kole	kol @@e
kolo	kolo	kol @@o
kolorit	koloritu	kolor @@it @@u
kolotoč	KOLOTOČ	kol @@o @@toč
kolumbie	Kolumbii	kolumbi @@i
kolébka	kolébky	koléb @@k @@y
kombinace	Kombinace	kombin @@ac @@e
kombinace	kombinaci	kombin @@ac @@i
kombinace	kombinací	kombin @@ac @@í
kombinovaný	kombinované	kombin @@ova @@n @@é
kombinovaný	kombinovaný	kombin @@ova @@n @@ý
kombinovaný	kombinovaných	kombin @@ova @@n @@ých
kombinovat	kombinovat	kombin @@ova @@t
komentovat	komentovat	koment @@ova @@t
komentátor	Komentátor	koment @@át @@or
komerční	Komerční	komerč @@n @@í
komerční	komerční	komerč @@n @@í
komerčně	komerčně	komerč @@n @@ě
komfortní	komfortním	komfort @@n @@ím
komise	Komise	komis @@e
komise	komise	komis @@e
komora	KOMORA	komor @@a
komořany	Komořany	komoř @@an @@y
komplexní	komplexní	kom @@plex @@n @@í
komplikující	komplikující	kom @@plik @@uj @@íc @@í
komponenta	komponenty	kom @@pon @@ent @@y
kompromis	kompromis	kom @@promis
komunikace	komunikace	komun @@ik @@ac @@e
komunistický	komunistický	komun @@ist @@ick @@ý
komín	komíny	komín @@y
konat	Konají	kon @@aj @@í
konat	konají	kon @@aj @@í
konat	konat	kon @@a @@t
koncepce	koncepce	kon @@cep @@c @@e
koncepční	koncepční	koncepč @@n @@í
koncert	koncert	koncert
koncert	koncertu	koncert @@u
koncert	koncertů	koncert @@ů
kondiční	kondiční	kondič @@n @@í
konec	Koncem	konc @@em
konec	Konec	konec
konec	konce	konc @@e
konec	koncem	konc @@em
konec	konci	konc @@i
konečný	Konečný	koneč @@n @@ý
konečný	konečné	koneč @@n @@é
konečný	konečnému	koneč @@n @@ému
konečný	konečný	koneč @@n @@ý
konečně	konečně	koneč @@n @@ě
konfekce	KONFEKCE	kon @@fekc @@e
konfekce	konfekce	kon @@fekc @@e
konfekce	konfekci	kon @@fekc @@i
konfekční	konfekční	kon @@fekč @@n @@í
konfekční	konfekčních	kon @@fek @@č @@n @@ích
konfekční	konfekčního	kon @@fekč @@n @@ího
konference	konferenci	kon @@fer @@enc @@i
konferenční	konferenčních	kon @@fer @@enč @@n @@ích
konflikt	konflikt	konflikt
konflikt	konfliktu	konflikt @@u
kongres	Kongres	kon @@gres
kongres	kongres	kon @@gres
kongres	kongresem	kon @@gres @@em
konkrétní	konkrétní	kon @@krét @@n @@í
konkrétní	konkrétních	konkrét @@n @@ích
konkrétní	konkrétního	konkrét @@n @@ího
konkrétně	konkrétně	kon @@krét @@n @@ě
konkurence	konkurence	kon @@kur @@enc @@e
konkurence	konkurenci	konkur @@enc @@i
konkurenční	konkurenční	konkur @@enč @@n @@í
konkurenční	konkurenčních	kon @@kur @@enč @@n @@ích
konkurovat	konkurovat	konkur @@ova @@t
konkurs	konkursu	konkurs @@u
konkurs	konkurz	konkurz
konkurs	konkurzu	konkurz @@u
konkurs	konkurzů	konkurz @@ů
konkursní	konkurzní	konkurz @@n @@í
konstatovat	konstatoval	kon @@stat @@ova @@l
konstatovat	konstatuje	kon @@stat @@uje
konstatování	konstatování	kon @@stat @@ová @@n @@í
konstrukce	Konstrukce	kon @@struk @@c @@e
konstrukce	konstrukce	kon @@struk @@c @@e
konstrukce	konstrukci	kon @@strukc @@i
konstruktér	konstruktéři	kon @@strukt @@éř @@i
kontakt	Kontakt	kon @@takt
kontakt	kontakt	kon @@takt
kontakt	kontaktu	kon @@takt @@u
kontakt	kontakty	kon @@takt @@y
kontakt	kontaktů	kon @@takt @@ů
kontaktní	kontaktní	kon @@takt @@n @@í
kontaktovaný	kontaktované	kon @@takt @@ova @@n @@é
kontaktovat	kontaktujeme	kon @@takt @@uje @@me
kontinuální	kontinuální	kon @@tinu @@ál @@n @@í
kontrakt	Kontrakty	kontrakt @@y
kontrakt	kontrakt	kontrakt
kontrakt	kontraktu	kontrakt @@u
kontrakt	kontrakty	kontrakt @@y
kontraktační	kontraktačních	kontrakt @@ač @@n @@ích
kontrast	kontrast	kontrast
kontrast	kontrastu	kontrast @@u
kontrola	kontrola	kontrol @@a
kontrola	kontrolu	kontrol @@u
kontrola	kontroly	kontrol @@y
kontrolovaný	kontrolováno	kontrol @@ová @@n @@o
kontrolovat	kontrolovat	kontrol @@ova @@t
kontrolování	kontrolování	kontrol @@ová @@n @@í
konvertibilní	konvertibilní	kon @@vert @@ibil @@n @@í
konverzace	konverzaci	kon @@verz @@ac @@i
konzervace	konzervaci	konzerv @@ac @@i
konzultace	konzultace	konzult @@ac @@e
konzultace	konzultacích	konzult @@ac @@ích
konzumní	konzumního	konzum @@n @@ího
konání	konání	kon @@á @@n @@í
končit	KONČÍ	konč @@í
končit	končí	konč @@í
koontz	Koontze	koontz @@e
kooperace	kooperace	ko @@oper @@ac @@e
koordinovat	koordinovat	ko @@ordin @@ova @@t
koordinovat	koordinuje	ko @@ordin @@uje
kopecký	Kopeckým	kop @@ec @@k @@ým
kopie	kopii	kop @@i @@i
kopie	kopií	kop @@i @@í
kopie	kopiích	kop @@i @@ích
kopírka	kopírku	kop @@ír @@k @@u
kopírka	kopírky	kop @@ír @@k @@y
kopírování	kopírování	kop @@ír @@ová @@n @@í
kopřivnice	Kopřivnice	kopřiv @@nic @@e
kopřivnice	Kopřivnici	kopřiv @@n @@ic @@i
korespondence	korespondence	ko @@re @@spond @@enc @@e
koruna	korun	korun
koruna	korunu	korun @@u
koruna	koruny	korun @@y
korunový	korunových	korun @@ov @@ých
koryto	koryt	koryt
kosmetika	kosmetiku	kosm @@et @@ik @@u
kostým	kostýmy	kostým @@y
kotelna	kotelnu	kotel @@n @@u
kotvit	kotvit	kotv @@i @@t
kouba	Kouba	koub @@a
kouba	Koubovi	koub @@ovi
kouba	Kouby	koub @@y
koupel	Koupel	koup @@el
koupit	koupil	koup @@i @@l
koupit	koupili	koup @@i @@l @@i
koupit	koupit	koup @@i @@t
koupit	koupí	koup @@í
koupit	koupím	koup @@í @@m
koupání	koupání	koup @@á @@n @@í
koupě	koupi	koup @@i
koupě	koupě	koup @@ě
kout	kouty	kout @@y
koutná	Koutná	kout @@n @@á
kouření	kouřením	kouř @@en @@ím
kouřit	kouřit	kouř @@i @@t
kov	kovů	kov @@ů
kovářský	kovářské	kov @@ář @@sk @@é
kočárník	Kočárníka	kočár @@ník @@a
koňský	Koňská	koň @@sk @@á
krabička	krabička	krab @@ič @@k @@a
krach	krachem	krach @@em
krach	krachu	krach @@u
kraj	kraje	kraj @@e
krajský	Krajského	kraj @@sk @@ého
krajský	krajského	kraj @@sk @@ého
krajíček	krajíčku	kraj @@íč @@k @@u
kralupy	KRALUPY	kralup @@y
kreditní	Kreditní	kredit @@n @@í
kredo	Kredo	kred @@o
kresba	kresbě	kres @@b @@ě
krev	krve	krv @@e
krevní	krevní	krev @@n @@í
krevní	krevního	krev @@n @@ího
kritický	kritické	krit @@ic @@k @@é
kritizovat	kritizovala	krit @@iz @@ova @@l @@a
kritizovat	kritizuje	krit @@iz @@uje
kritizovat	kritizují	krit @@iz @@uj @@í
kritérium	Kritéria	krit @@éri @@a
kritérium	kritéria	krit @@éri @@a
kritérium	kritériem	krit @@ér @@i @@em
kritérium	kritérií	krit @@éri @@í
krize	krize	kriz @@e
krize	krizi	kriz @@i
krizový	krizových	kriz @@ov @@ých
krok	krok	krok
krok	krokem	krok @@em
krok	kroku	krok @@u
krok	kroky	krok @@y
kromě	Kromě	krom @@ě
kromě	kromě	krom @@ě
kruh	kruhy	kruh @@y
kruh	kruhů	kruh @@ů
krutý	krutou	krut @@ou
krušnohorský	Krušnohorských	krušn @@o @@hor @@sk @@ých
krystal	krystalů	krystal @@ů
krytí	krytí	kry @@t @@í
král	krále	král @@e
království	království	král @@ov @@stv @@í
králové	Králové	král @@ové
krásný	krásný	krás @@n @@ý
krátce	krátce	krát @@c @@e
krátkodobý	krátkodobá	krát @@k @@o @@dob @@á
krátkodobý	krátkodobé	krát @@k @@o @@dob @@é
krátkozraký	krátkozraké	krát @@k @@o @@zrak @@é
krátký	kratších	krat @@š @@ích
krátký	krátkou	krát @@k @@ou
krátký	krátká	krát @@k @@á
krátký	krátké	krát @@k @@é
krátký	krátkém	krát @@k @@ém
krátký	krátký	krát @@k @@ý
krátký	nejkratší	nej @@krat @@š @@í
kráva	krávu	kráv @@u
krýt	krýt	krý @@t
který	kterou	kter @@ou
který	která	kter @@á
který	které	kter @@é
který	kterého	kter @@é @@ho
který	kterém	kter @@é @@m
který	kterém	kter @@ém
který	kterému	kter @@ému
který	který	kter @@ý
který	kterých	kter @@ý @@ch
který	kterých	kter @@ých
který	kterým	kter @@ým
který	kterými	kter @@ými
který	kteří	kteř @@í
kuchyňský	kuchyňská	kuchyň @@sk @@á
kufříkový	Kufříkový	kufř @@ík @@ov @@ý
kukla	kukly	kukl @@y
kultura	Kultura	kult @@ur @@a
kultura	kultura	kult @@ur @@a
kultura	kultury	kult @@ur @@y
kulturnost	kulturnost	kult @@ur @@n @@ost
kulturní	kulturní	kult @@ur @@n @@í
kulturní	kulturního	kult @@ur @@n @@ího
kung	kung	kung
kupec	KUPCI	kup @@c @@i
kupec	kupec	kup @@ec
kupovat	Kupovat	kup @@ova @@t
kupovat	Kupujeme	kup @@uje @@me
kupovat	Kupují	kup @@uj @@í
kupovat	Nekupujte	ne @@kup @@uj @@te
kupovat	kupovala	kup @@ova @@l @@a
kupovat	kupuje	kup @@uje
kupovat	nekupujte	ne @@kup @@uj @@te
kupující	Kupující	kup @@uj @@íc @@í
kupující	kupující	kup @@uj @@íc @@í
kupónový	kuponové	kupon @@ov @@é
kupónový	kupónové	kupón @@ov @@é
kurs	Kurz	kurz
kurs	Kurzy	kurz @@y
kurs	kurz	kurz
kurs	kurzech	kurz @@ech
kurs	kurzu	kurz @@u
kurs	kurzy	kurz @@y
kurs	kurzů	kurz @@ů
kus	kus	kus
kus	kusů	kus @@ů
kva	kva	kva
kvalifikace	kvalifikace	kvali @@fik @@ac @@e
kvalifikovaný	kvalifikovaní	kvali @@fik @@ova @@n @@í
kvalita	Kvalita	kval @@it @@a
kvalita	Kvalitu	kval @@it @@u
kvalita	kvalit	kval @@it
kvalita	kvalita	kval @@it @@a
kvalita	kvalitu	kval @@it @@u
kvalita	kvality	kval @@it @@y
kvalita	kvalitě	kval @@it @@ě
kvalitativní	kvalitativní	kval @@it @@at @@iv @@n @@í
kvalitativní	kvalitativních	kval @@it @@at @@iv @@n @@ích
kvalitní	kvalitní	kval @@it @@n @@í
kvalitní	kvalitních	kval @@it @@n @@ích
kvalitní	kvalitním	kval @@it @@n @@ím
kvalitní	kvalitnější	kval @@it @@n @@ějš @@í
kvalitní	nekvalitní	ne @@kval @@it @@n @@í
kvalitně	kvalitně	kval @@it @@n @@ě
kvantifikovat	kvantifikovat	kvanti @@fik @@ova @@t
kvantita	kvantity	kvant @@it @@y
květen	května	květ @@n @@a
kvůli	Kvůli	kvůli
kvůli	kvůli	kvůli
kyslík	kyslíku	kys @@l @@ík @@u
kádrový	kádrových	kádr @@ov @@ých
káhira	Káhiry	káhir @@y
kámen	kamenem	kamen @@em
kámen	kamenů	kamen @@ů
kámen	kámen	kámen
károly	Károlyho	károly @@ho
kódovaný	kódovaná	kód @@ova @@n @@á
kódovaný	kódovaným	kód @@ova @@n @@ým
křižovatka	křižovatka	křiž @@ovat @@k @@a
kůň	KŮŇ	kůň
l`litr	l	l
l`litr	litr	litr
l`litr	litrů	litr @@ů
laboratorní	laboratorních	labor @@ator @@n @@ích
laboratoř	LABORATOŘI	labor @@at @@oř @@i
laboratoř	laboratoři	labor @@at @@oř @@i
ladislav	Ladislav	ladislav
lahev	lahev	lahev
laický	laické	laic @@k @@é
lakovna	lakovnu	lak @@ov @@n @@u
laser	Laser	laser
laserový	laserovou	laser @@ov @@ou
laserový	laserový	laser @@ov @@ý
laserový	laserových	laser @@ov @@ých
laskavý	laskavý	lask @@av @@ý
laskavě	laskavě	lask @@a @@v @@ě
lavice	lavici	lav @@ic @@i
leasing	leasing	leasing
leasing	leasingem	leasing @@em
leden	Leden	leden
leden	leden	leden
leden	ledna	led @@n @@a
leden	lednu	led @@n @@u
lednový	lednovou	led @@n @@ov @@ou
lee	Lee	lee
legislativa	Legislativa	legislat @@iv @@a
legislativa	legislativa	legislat @@iv @@a
legislativní	legislativní	legisl @@at @@iv @@n @@í
legitimní	legitimní	legitim @@n @@í
lehce	lehce	leh @@c @@e
lehký	lehký	leh @@k @@ý
lehký	lehčí	leh @@č @@í
lektorka	lektorkám	lekt @@or @@k @@ám
lepý	lepá	lep @@á
les	LESA	les @@a
les	Les	les
les	les	les
les	lesa	les @@a
les	lesů	les @@ů
lesk	lesku	lesk @@u
lesní	lesní	les @@n @@í
let	let	let
let	lety	let @@y
let	letů	let @@ů
letecký	Letecká	let @@ec @@k @@á
letecký	leteckou	let @@ec @@k @@ou
letecký	letecká	let @@ec @@k @@á
letecký	letecký	let @@ec @@k @@ý
letecký	leteckých	let @@ec @@k @@ých
letiště	letiště	let @@išt @@ě
letní	letní	let @@n @@í
letní	letních	let @@n @@ích
letos	Letos	let @@os
letos	letos	let @@os
letošní	Letošní	letoš @@n @@í
letošní	letošní	letoš @@n @@í
letošní	letošního	letoš @@n @@ího
letáček	letáček	let @@áč @@ek
letět	poletím	po @@let @@í @@m
levný	levnější	lev @@n @@ějš @@í
levný	nejlevnější	nej @@lev @@n @@ějš @@í
levný	nejlevnějším	nej @@levn @@ějš @@ím
